1;0;3079.00;9.50;1725.00;0.00;0.96
2;0;3050.00;9.85;1697.00;0.00;0.64
3;0;3051.00;10.20;1674.00;0.00;0.92
4;0;3048.00;10.22;1736.00;0.00;0.84
5;0;3011.00;10.45;1730.00;0.00;0.80
6;0;3012.00;9.70;1640.00;0.00;0.48
7;0;3016.00;9.90;1696.00;0.00;0.52
8;0;3024.00;11.40;1759.00;0.00;0.80
9;0;3068.00;10.77;1791.00;0.00;1.44
10;0;3024.00;13.35;1809.00;0.00;1.48
11;0;3136.00;9.85;1867.00;0.00;1.92
12;0;2991.00;9.70;1634.00;0.00;0.56
13;0;2950.00;9.70;1620.00;0.00;0.52
14;0;2968.00;9.70;1628.00;0.00;0.40
15;0;2939.00;9.65;1642.00;0.00;0.36
16;0;2987.00;10.05;1697.00;0.00;0.36
17;0;2962.00;11.17;1744.00;0.00;1.00
18;0;3077.00;11.60;1863.00;0.00;1.60
19;0;3185.00;10.37;1823.00;0.00;1.72
20;0;2986.00;9.67;1832.00;0.00;1.56
21;0;3055.00;10.82;1926.00;0.00;2.52
22;0;2982.00;12.17;1771.00;0.00;1.24
23;0;2901.00;10.92;1758.00;0.00;0.96
24;0;2902.00;9.50;1711.00;0.00;0.60
25;0;3095.00;9.95;1676.00;0.00;0.44
26;0;3005.00;9.70;1665.00;0.00;0.44
27;0;3153.00;9.70;1761.00;0.00;0.80
28;0;3204.00;9.70;1748.00;0.00;0.76
29;0;3201.00;10.40;1783.00;0.00;1.12
30;0;3255.00;9.57;1753.00;0.00;0.64
31;0;3236.00;10.37;1797.00;0.00;1.16
32;0;3287.00;10.40;1779.00;0.00;1.24
33;0;3279.00;9.85;1731.00;0.00;0.68
34;0;3259.00;10.30;1718.00;0.00;0.60
35;0;3157.00;9.70;1700.00;0.00;0.48
36;0;3193.00;10.30;1712.00;0.00;0.64
37;0;3200.00;10.30;1687.00;0.00;0.68
38;0;3189.00;10.02;1665.00;0.00;0.28
39;0;3148.00;9.82;1665.00;0.00;0.72
40;0;3146.00;9.77;1627.00;0.00;0.60
41;0;3132.00;9.70;1615.00;0.00;0.68
42;0;3124.00;9.80;1601.00;0.00;0.44
43;0;3093.00;10.15;1609.00;0.00;0.44
44;0;2958.00;9.60;1592.00;0.00;0.24
45;0;2971.00;9.70;1599.00;0.00;0.24
46;0;2997.00;9.70;1597.00;0.00;0.36
47;0;3006.00;9.70;1603.00;0.00;0.28
48;0;3046.00;9.70;1600.00;0.00;0.28
49;0;3044.00;9.70;1579.00;0.00;0.36
50;0;3021.00;9.70;1572.00;0.00;0.32
51;0;3006.00;9.70;1578.00;0.00;0.32
52;0;2990.00;9.70;1563.00;0.00;0.40
53;0;2968.00;9.90;1579.00;0.00;0.32
54;0;2947.00;9.72;1590.00;0.00;0.32
55;0;2931.00;9.70;1584.00;0.00;0.36
56;0;2926.00;10.20;1566.00;0.00;0.24
57;0;2964.00;11.57;1558.00;0.00;0.36
58;0;2994.00;9.80;1554.00;0.00;0.28
59;0;3008.00;9.80;1552.00;0.00;0.36
60;0;3032.00;10.92;1544.00;0.00;0.36
61;0;3019.00;11.10;1542.00;0.00;0.44
62;0;2991.00;10.17;1544.00;0.00;0.28
63;0;2974.00;11.42;1537.00;0.00;0.36
64;0;3001.00;11.27;1487.00;0.00;0.36
65;0;2984.00;11.60;1475.00;0.00;0.40
66;0;2978.00;11.87;1516.00;0.00;0.32
67;0;2983.00;10.85;1506.00;0.00;0.24
68;0;2961.00;11.45;1476.00;0.00;0.20
69;0;2919.00;9.80;1550.00;0.00;0.20
70;0;2951.00;11.82;1492.00;0.00;0.32
71;0;2971.00;10.80;1504.00;0.00;0.36
72;0;2932.00;14.25;1474.00;0.00;0.32
73;0;2977.00;15.40;1463.00;0.00;0.28
74;0;2932.00;10.95;1485.00;0.00;0.32
75;0;2922.00;12.65;1492.00;0.00;0.36
76;0;3007.00;13.77;1470.00;0.00;0.36
77;0;2944.00;10.42;1503.00;0.00;0.28
78;0;2936.00;10.55;1516.00;0.00;0.24
79;0;2963.00;10.20;1516.00;0.00;0.32
80;0;2911.00;10.90;1513.00;0.00;0.32
81;0;2944.00;10.40;1531.00;0.00;0.44
82;0;2934.00;10.65;1541.00;0.00;0.40
83;0;2928.00;10.77;1529.00;0.00;0.44
84;0;2919.00;9.82;1541.00;0.00;0.32
85;0;2911.00;9.87;1537.00;0.00;0.24
86;0;2923.00;9.70;1555.00;0.00;0.36
87;0;2836.00;9.67;1532.00;0.00;0.28
88;0;2845.00;9.80;1523.00;0.00;0.40
89;0;2835.00;9.90;1517.00;0.00;0.40
