0;0;0;0;land;true;unknown;0
1;128;34;64;land;true;plains;1
2;0;36;128;land;true;forest;1
3;128;38;192;land;true;forest;1
4;0;40;255;land;false;plains;1
5;128;42;0;land;false;plains;1
6;0;44;64;land;true;mountain;1
7;129;46;128;land;false;plains;1
8;1;48;192;land;false;plains;1
9;129;50;255;land;true;plains;1
10;1;52;0;land;false;plains;1
11;129;54;64;land;true;plains;1
12;1;56;128;land;true;mountain;1
13;129;58;192;land;true;plains;1
14;2;60;255;land;true;mountain;1
15;130;62;0;land;true;plains;1
16;2;64;64;land;true;plains;1
17;130;66;128;land;true;plains;1
18;2;68;192;land;false;plains;1
19;130;70;255;land;true;plains;1
20;2;72;0;land;true;mountain;1
21;131;74;64;land;true;plains;1
22;3;76;128;land;false;mountain;1
23;131;78;192;land;true;hills;1
24;3;80;255;land;true;hills;1
25;131;82;0;land;true;plains;1
26;3;84;64;land;true;plains;1
27;131;86;128;land;true;plains;1
28;4;88;192;land;true;plains;1
29;132;90;255;land;false;plains;1
30;4;92;0;land;true;plains;1
31;132;94;64;land;false;plains;1
32;4;96;128;land;false;plains;1
33;132;98;192;land;true;plains;1
34;4;100;255;land;true;forest;1
35;133;102;0;land;true;plains;1
36;5;104;64;land;true;plains;1
37;133;106;128;land;true;forest;1
38;5;108;192;land;true;forest;1
39;133;110;255;land;true;plains;1
40;5;112;0;land;true;forest;1
41;133;114;64;land;true;forest;1
42;6;116;128;land;false;plains;1
43;134;118;192;land;true;mountain;1
44;6;120;255;land;true;mountain;1
45;134;122;0;land;true;mountain;1
46;6;124;64;land;true;forest;1
47;134;126;128;land;true;forest;1
48;6;128;192;land;true;forest;1
49;135;130;255;land;false;forest;1
50;7;132;0;land;false;forest;1
51;135;134;64;land;false;forest;1
52;7;136;128;land;false;forest;1
53;135;138;192;land;false;forest;1
54;7;140;255;land;true;plains;1
55;135;142;0;land;true;plains;1
56;8;144;64;land;false;forest;1
57;136;146;128;land;false;forest;1
58;8;148;192;land;false;forest;1
59;136;150;255;land;false;forest;1
60;8;152;0;land;false;forest;1
61;136;154;64;land;false;forest;1
62;8;156;128;land;false;forest;1
63;137;158;192;land;false;forest;1
64;9;32;255;land;false;mountain;1
65;137;34;0;land;false;mountain;1
66;9;36;64;land;false;forest;1
67;137;38;128;land;false;mountain;1
68;9;40;192;land;false;mountain;1
69;137;42;255;land;false;forest;1
70;10;44;0;land;false;mountain;1
71;138;46;64;land;false;plains;1
72;10;48;128;land;false;forest;1
73;138;50;192;land;false;plains;1
74;10;52;255;land;false;plains;1
75;138;54;0;land;false;plains;1
76;10;56;64;land;false;plains;1
77;139;58;128;land;false;mountain;1
78;11;60;192;land;false;mountain;1
79;139;62;255;land;false;plains;1
80;11;64;0;land;false;forest;1
81;139;66;64;land;false;forest;1
82;11;68;128;land;false;forest;1
83;139;70;192;land;false;forest;1
84;12;72;255;land;false;forest;1
85;140;74;0;land;false;forest;1
86;12;76;64;land;false;forest;1
87;140;78;128;land;true;plains;1
88;12;80;192;land;false;mountain;1
89;140;82;255;land;true;plains;1
90;12;84;0;land;true;mountain;1
91;141;86;64;land;false;plains;1
92;13;88;128;land;false;mountain;1
93;141;90;192;land;false;forest;1
94;13;92;255;land;false;forest;1
95;141;94;0;land;false;forest;1
96;13;96;64;land;true;marsh;1
97;141;98;128;land;true;mountain;1
98;14;100;192;land;true;mountain;1
99;142;102;255;land;true;forest;1
100;14;104;0;land;true;mountain;1
101;142;106;64;land;true;hills;1
102;14;108;128;land;true;hills;1
103;85;80;32;land;false;plains;1
104;14;112;255;land;false;mountain;1
105;143;114;0;land;false;hills;1
106;15;116;64;land;false;hills;1
107;143;118;128;land;false;hills;1
108;15;120;192;land;false;mountain;1
109;143;122;255;land;false;mountain;1
110;15;124;0;land;false;plains;1
111;143;126;64;land;true;hills;1
112;16;128;128;land;true;plains;1
113;144;130;192;land;true;mountain;1
114;16;132;255;land;true;plains;1
115;144;134;0;land;true;mountain;1
116;16;136;64;land;false;hills;1
117;144;138;128;land;true;mountain;1
118;16;140;192;land;true;mountain;1
119;145;142;255;land;true;hills;1
120;17;144;0;land;true;mountain;1
121;145;146;64;land;true;mountain;1
122;17;148;128;land;true;plains;1
123;145;150;192;land;true;hills;1
124;17;152;255;land;true;mountain;1
125;145;154;0;land;true;mountain;1
126;18;156;64;land;true;plains;1
127;146;158;128;land;true;hills;1
128;18;32;192;land;false;forest;1
129;146;34;255;land;false;forest;1
130;18;36;0;land;true;forest;1
131;146;38;64;land;false;plains;1
132;18;40;128;land;false;plains;1
133;147;42;192;land;false;plains;1
134;19;44;255;land;false;mountain;1
135;147;46;0;land;false;plains;1
136;19;48;64;land;true;plains;1
137;147;50;128;land;true;hills;1
138;19;52;192;land;false;mountain;1
139;147;54;255;land;false;mountain;1
140;20;56;0;land;false;hills;1
141;148;58;64;land;false;forest;1
142;20;60;128;land;true;plains;1
143;148;62;192;land;true;mountain;1
144;20;64;255;land;true;mountain;1
145;148;66;0;land;true;hills;1
146;20;68;64;land;true;mountain;1
147;149;70;128;land;true;plains;1
148;21;72;192;land;true;mountain;1
149;149;74;255;land;false;plains;1
150;21;76;0;land;false;mountain;1
151;149;78;64;land;true;mountain;1
152;21;80;128;land;false;mountain;1
153;149;82;192;land;false;mountain;1
154;22;84;255;land;false;hills;1
155;150;86;0;land;false;plains;1
156;22;88;64;land;false;hills;1
157;150;90;128;land;false;plains;1
158;22;92;192;land;false;mountain;1
159;150;94;255;land;true;plains;1
160;22;96;0;land;false;mountain;1
161;151;98;64;land;false;mountain;1
162;23;100;128;land;false;hills;1
163;151;102;192;land;true;hills;1
164;23;104;255;land;true;plains;1
165;151;106;0;land;false;plains;1
166;23;108;64;land;false;plains;1
167;151;110;128;land;true;mountain;1
168;24;112;192;land;true;plains;1
169;152;114;255;land;true;mountain;1
170;24;116;0;land;true;plains;1
171;152;118;64;land;true;plains;1
172;24;120;128;land;true;mountain;1
173;152;122;192;land;true;forest;1
174;24;124;255;land;true;forest;1
175;153;126;0;land;false;forest;1
176;25;128;64;land;false;hills;1
177;153;130;128;land;false;mountain;1
178;25;132;192;land;false;forest;1
179;153;134;255;land;false;plains;1
180;25;136;0;land;false;mountain;1
181;153;138;64;land;false;forest;1
182;26;140;128;land;false;mountain;1
183;154;142;192;land;false;mountain;1
184;26;144;255;land;false;forest;1
185;147;222;218;land;false;plains;1
186;26;148;64;land;false;mountain;1
187;154;150;128;land;false;forest;1
188;26;152;192;land;false;forest;1
189;155;154;255;land;false;forest;1
190;27;156;0;land;false;forest;1
191;155;158;64;land;false;mountain;1
192;27;32;128;land;false;mountain;1
193;155;34;192;land;false;hills;1
194;27;36;255;land;false;forest;1
195;155;38;0;land;false;forest;1
196;28;40;64;land;false;hills;1
197;156;42;128;land;true;plains;1
198;28;44;192;land;false;hills;1
199;156;46;255;land;false;mountain;1
200;28;248;0;land;true;mountain;1
201;156;50;64;land;true;hills;1
202;28;52;128;land;false;plains;1
203;157;54;192;land;false;hills;1
204;29;56;255;land;false;mountain;1
205;157;58;0;land;false;plains;1
206;29;60;64;land;true;forest;1
207;157;62;128;land;true;plains;1
208;29;64;192;land;false;plains;1
209;157;66;255;land;true;plains;1
210;30;68;0;land;false;mountain;1
211;158;70;64;land;false;plains;1
212;30;72;128;land;true;plains;1
213;158;74;192;land;true;plains;1
214;30;76;255;land;false;desert;1
215;158;78;0;land;false;plains;1
216;30;80;64;land;false;hills;1
217;159;82;128;land;false;plains;1
218;31;84;192;land;false;plains;1
219;159;86;255;land;false;plains;1
220;31;88;0;land;true;desert;1
221;159;90;64;land;true;desert;1
222;31;92;128;land;true;mountain;1
223;159;94;192;land;true;mountain;1
224;32;96;255;land;true;desert;1
225;160;98;0;land;false;desert;1
226;32;100;64;land;true;plains;1
227;160;102;128;land;true;plains;1
228;32;104;192;land;false;hills;1
229;160;106;255;land;true;plains;1
230;32;108;0;land;true;plains;1
231;161;110;64;land;true;plains;1
232;33;112;128;land;false;hills;1
233;166;203;93;land;true;plains;1
234;33;116;255;land;true;mountain;1
235;161;118;0;land;true;mountain;1
236;33;120;64;land;true;mountain;1
237;161;122;128;land;false;plains;1
238;34;124;192;land;true;mountain;1
239;162;126;255;land;true;forest;1
240;34;128;0;land;false;forest;1
241;162;130;64;land;true;plains;1
242;34;132;128;land;true;hills;1
243;162;134;192;land;true;mountain;1
244;34;136;255;land;true;forest;1
245;163;138;0;land;false;mountain;1
246;35;140;64;land;true;plains;1
247;163;142;128;land;true;forest;1
248;35;144;192;land;true;mountain;1
249;163;146;255;land;true;plains;1
250;35;148;0;land;false;hills;1
251;163;150;64;land;true;hills;1
252;36;152;128;land;true;hills;1
253;164;154;192;land;true;plains;1
254;36;156;255;land;false;mountain;1
255;164;158;0;land;false;mountain;1
256;36;32;64;land;false;forest;1
257;164;34;128;land;false;mountain;1
258;36;36;192;land;false;mountain;1
259;165;38;255;land;false;mountain;1
260;37;40;0;land;false;mountain;1
261;165;42;64;land;false;forest;1
262;37;44;128;land;false;mountain;1
263;165;46;192;land;false;hills;1
264;37;48;255;land;false;mountain;1
265;165;50;0;land;false;plains;1
266;38;52;64;land;false;mountain;1
267;166;54;128;land;false;mountain;1
268;38;56;192;land;false;mountain;1
269;166;58;255;land;false;forest;1
270;38;60;0;land;false;plains;1
271;166;62;64;land;false;forest;1
272;38;64;128;land;false;forest;1
273;167;66;192;land;false;forest;1
274;39;68;255;land;false;forest;1
275;167;70;0;land;false;forest;1
276;39;72;64;land;false;forest;1
277;167;74;128;land;false;marsh;1
278;39;76;192;land;false;plains;1
279;167;78;255;land;false;mountain;1
280;40;80;0;land;false;mountain;1
281;168;82;64;land;false;plains;1
282;40;84;128;land;true;plains;1
283;168;86;192;land;false;plains;1
284;40;88;255;land;true;plains;1
285;168;90;0;land;true;plains;1
286;40;92;64;land;true;plains;1
287;169;94;128;land;true;plains;1
288;41;96;192;land;false;plains;1
289;169;98;255;land;false;mountain;1
290;41;100;0;land;false;mountain;1
291;169;102;64;land;false;plains;1
292;41;104;128;land;false;plains;1
293;169;106;192;land;false;plains;1
294;42;108;255;land;false;plains;1
295;170;110;0;land;false;plains;1
296;42;112;64;land;false;forest;1
297;74;227;77;land;false;forest;1
298;42;116;192;land;false;forest;1
299;170;118;255;land;false;plains;1
300;42;120;0;land;false;plains;1
301;171;122;64;land;false;plains;1
302;43;124;128;land;false;plains;1
303;171;126;192;land;false;plains;1
304;43;128;255;land;false;plains;1
305;171;130;0;land;false;plains;1
306;43;132;64;land;false;forest;1
307;171;134;128;land;false;forest;1
308;44;136;192;land;false;plains;1
309;172;138;255;land;false;plains;1
310;44;140;0;land;false;forest;1
311;172;142;64;land;false;forest;1
312;44;144;128;land;false;plains;1
313;72;0;240;land;true;plains;1
314;44;148;255;land;false;plains;1
315;173;150;0;land;true;plains;1
316;45;152;64;land;true;forest;1
317;173;154;128;land;true;forest;1
318;45;156;192;land;true;plains;1
319;173;158;255;land;true;hills;1
320;45;32;0;land;true;plains;1
321;173;34;64;land;true;hills;1
322;46;36;128;land;false;desert;1
323;174;38;192;land;false;hills;1
324;46;40;255;land;false;hills;1
325;174;42;0;land;true;hills;1
326;46;44;64;land;false;hills;1
327;174;46;128;land;true;desert;1
328;46;48;192;land;true;plains;1
329;175;50;255;land;false;hills;1
330;47;52;0;land;true;mountain;1
331;175;54;64;land;false;mountain;1
332;47;56;128;land;false;hills;1
333;175;58;192;land;true;plains;1
334;47;60;255;land;true;desert;1
335;175;62;0;land;true;hills;1
